[Description]
Chute 0:,Not Ejected,Chute 1:,Attitude,Chute 2:,Altitude,Chute 3:,Timer,Chute 4:,Remote Forced
Launch 0:,Not Launched,Launch 1:,Launched
[Data]
TimeStamp,ax,ay,az,gx,gy,gz,mx,my,mz,Roll,Pitch,Yaw,maxG,T,P,P_alt,fix,Lon,Lat,Alt,VN,VE,VD,Chute,Launch,Canard1,Canard2,Canard3,Canard4
48397,-0.18,-0.04,0.97,0.00,0.00,0.00,39.90,0.00,-40.40,2.32,10.42,-1.21,1.00,42.47,1006.18,-0.40,3,126.7849274,37.3936157,29.15,0.01,-0.00,0.08,0,0,1490,1515,1580,1530
48461,-0.18,-0.04,0.97,0.00,0.00,0.00,40.50,0.10,-40.70,2.32,10.42,-1.21,1.00,42.48,1006.18,-0.40,3,126.7849274,37.3936157,29.13,-0.00,0.00,-0.06,0,0,1490,1515,1580,1530
48536,-0.18,-0.04,0.97,0.00,0.00,0.00,40.40,0.10,-40.30,2.32,10.42,-1.20,1.00,42.48,1006.18,-0.39,3,126.7849274,37.3936157,29.13,-0.00,0.00,-0.06,0,0,1490,1515,1580,1530
48624,-0.18,-0.04,0.97,0.00,0.00,0.00,40.00,0.30,-40.80,2.32,10.42,-1.20,1.00,42.48,1006.18,-0.38,3,126.7849274,37.3936157,29.13,-0.00,0.00,-0.06,0,0,1490,1515,1580,1530
48702,-0.18,-0.04,0.97,0.00,0.00,0.00,40.20,0.20,-40.80,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.34,3,126.7849274,37.3936157,29.12,0.00,0.00,0.02,0,0,1490,1515,1580,1530
48777,-0.18,-0.04,0.97,0.00,0.00,0.00,40.30,0.40,-39.90,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.36,3,126.7849274,37.3936157,29.12,0.00,0.00,0.02,0,0,1490,1515,1580,1530
48864,-0.18,-0.04,0.97,0.00,0.00,0.00,40.30,0.20,-39.80,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.33,3,126.7849274,37.3936157,29.12,0.00,0.00,0.02,0,0,1490,1515,1580,1530
48929,-0.18,-0.04,0.97,0.00,0.00,0.00,39.90,0.20,-40.30,2.32,10.42,-1.20,1.00,42.47,1006.17,-0.36,3,126.7849274,37.3936157,29.11,-0.01,-0.02,-0.04,0,0,1490,1515,1580,1530
49002,-0.18,-0.04,0.97,0.00,0.00,0.00,40.00,0.10,-39.80,2.32,10.42,-1.20,1.00,42.47,1006.18,-0.40,3,126.7849274,37.3936157,29.11,-0.01,-0.02,-0.04,0,0,1490,1515,1580,1530
49092,-0.18,-0.04,0.97,0.00,0.00,0.00,40.60,0.20,-40.10,2.32,10.42,-1.20,1.00,42.48,1006.18,-0.41,3,126.7849274,37.3936157,29.11,-0.01,-0.02,-0.04,0,0,1490,1515,1580,1530
49170,-0.18,-0.03,0.97,0.00,0.00,0.00,40.00,0.20,-40.60,2.32,10.42,-1.20,1.00,42.47,1006.18,-0.41,3,126.7849274,37.3936157,29.11,-0.01,-0.02,-0.04,0,0,1490,1515,1580,1530
49244,-0.18,-0.03,0.97,0.00,0.00,0.00,39.80,0.20,-40.10,2.32,10.42,-1.20,1.00,42.47,1006.18,-0.43,3,126.7849274,37.3936157,29.10,-0.00,-0.00,0.04,0,0,1490,1515,1580,1530
49333,-0.18,-0.04,0.97,0.00,0.00,0.00,40.40,0.40,-40.10,2.32,10.42,-1.20,1.00,42.48,1006.18,-0.43,3,126.7849274,37.3936157,29.10,-0.00,-0.00,0.04,0,0,1490,1515,1580,1530
49412,-0.18,-0.04,0.97,0.00,0.00,0.00,39.90,-0.20,-40.40,2.32,10.42,-1.20,1.00,42.47,1006.18,-0.41,3,126.7849274,37.3936157,29.10,-0.00,-0.00,0.04,0,0,1490,1515,1580,1530
49486,-0.18,-0.04,0.97,0.00,0.00,0.00,40.20,0.20,-40.30,2.32,10.42,-1.20,1.00,42.47,1006.18,-0.43,3,126.7849274,37.3936157,29.09,-0.01,-0.02,0.02,0,0,1490,1515,1580,1530
49561,-0.18,-0.04,0.97,0.00,0.00,0.00,40.70,0.20,-39.90,2.32,10.42,-1.20,1.00,42.48,1006.18,-0.38,3,126.7849274,37.3936157,29.09,-0.01,-0.02,0.02,0,0,1490,1515,1580,1530
49639,-0.18,-0.04,0.97,0.00,0.00,0.00,40.20,0.00,-40.30,2.32,10.42,-1.20,1.00,42.48,1006.18,-0.38,3,126.7849274,37.3936157,29.09,-0.01,-0.02,0.02,0,0,1490,1515,1580,1530
49713,-0.18,-0.04,0.97,0.00,0.00,0.00,40.00,0.00,-40.10,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.33,3,126.7849274,37.3936157,29.07,-0.00,-0.01,0.00,0,0,1490,1515,1580,1530
49802,-0.18,-0.03,0.97,0.00,0.00,0.00,40.20,0.00,-40.10,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.33,3,126.7849274,37.3936157,29.07,-0.00,-0.01,0.00,0,0,1490,1515,1580,1530
49881,-0.18,-0.03,0.97,0.00,0.00,0.00,40.10,0.00,-40.40,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.32,3,126.7849274,37.3936157,29.07,-0.00,-0.01,0.00,0,0,1490,1515,1580,1530
49954,-0.18,-0.04,0.97,0.00,0.00,0.00,40.30,0.00,-40.10,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.33,3,126.7849274,37.3936157,29.06,-0.00,-0.00,-0.03,0,0,1490,1515,1580,1530
50029,-0.18,-0.03,0.97,0.00,0.00,0.00,40.50,0.30,-40.20,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.33,3,126.7849274,37.3936157,29.06,-0.00,-0.00,-0.03,0,0,1490,1515,1580,1530
50108,-0.18,-0.04,0.97,0.00,0.00,0.00,39.90,0.00,-40.20,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.33,3,126.7849274,37.3936157,29.06,-0.00,-0.00,-0.03,0,0,1490,1515,1580,1530
50181,-0.18,-0.04,0.97,0.00,0.00,0.00,40.10,0.20,-40.20,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.29,3,126.7849274,37.3936157,29.07,-0.02,-0.00,0.06,0,0,1490,1515,1580,1530
50271,-0.18,-0.04,0.97,0.00,0.00,0.00,40.30,0.00,-40.10,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.29,3,126.7849274,37.3936157,29.07,-0.02,-0.00,0.06,0,0,1490,1515,1580,1530
50349,-0.18,-0.03,0.97,0.00,0.00,0.00,40.50,0.00,-40.40,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.35,3,126.7849274,37.3936157,29.05,0.01,0.00,0.05,0,0,1490,1515,1580,1530
50423,-0.18,-0.04,0.97,0.00,0.00,0.00,40.00,0.10,-40.40,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.32,3,126.7849274,37.3936157,29.05,0.01,0.00,0.05,0,0,1490,1515,1580,1530
50482,-0.18,-0.04,0.97,0.00,0.00,0.00,40.00,0.20,-40.30,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.32,3,126.7849274,37.3936157,29.05,0.01,0.00,0.05,0,0,1490,1515,1580,1530
50591,-0.18,-0.04,0.97,0.00,0.00,0.00,39.90,0.10,-40.30,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.30,3,126.7849274,37.3936157,29.04,0.00,-0.00,0.05,0,0,1490,1515,1580,1530
50770,-0.18,-0.04,0.97,0.00,0.00,0.00,39.90,0.30,-40.10,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.31,3,126.7849274,37.3936157,29.04,0.00,-0.00,0.05,0,0,1490,1515,1580,1530
50848,-0.18,-0.04,0.97,0.00,0.00,0.00,39.60,0.00,-40.10,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.35,3,126.7849274,37.3936157,29.04,0.00,-0.00,0.05,0,0,1490,1515,1580,1530
50923,-0.18,-0.04,0.97,0.00,0.00,0.00,39.80,0.20,-40.00,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.35,3,126.7849274,37.3936157,29.03,-0.00,0.02,0.04,0,0,1490,1515,1580,1530
50996,-0.18,-0.04,0.97,0.00,0.00,0.00,40.30,0.00,-40.30,2.32,10.42,-1.20,1.00,42.49,1006.17,-0.33,3,126.7849274,37.3936157,29.03,-0.00,0.02,0.04,0,0,1490,1515,1580,1530
51099,-0.18,-0.04,0.97,0.00,0.00,0.00,40.20,0.00,-40.20,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.35,3,126.7849274,37.3936157,29.03,-0.00,0.02,0.04,0,0,1490,1515,1580,1530
51164,-0.18,-0.04,0.97,0.00,0.00,0.00,40.00,0.00,-39.90,2.32,10.42,-1.20,1.00,42.48,1006.17,-0.34,3,126.7849274,37.3936157,29.03,-0.00,0.02,0.04,0,0,1490,1515,1580,1530
51237,-0.18,-0.04,0.98,0.00,0.00,0.00,39.80,0.30,-40.20,2.32,10.42,-1.20,1.00,42.49,1006.18,-0.38,3,126.7849274,37.3936157,29.02,-0.01,-0.01,-0.01,0,0,1490,1515,1580,1530
